Date,Open,High,Low,Close
2000-02-08,6197.25244140625,6204.6123046875,5358.1943359375,5446.51611328125
2000-02-09,5417.07568359375,5431.7958984375,4784.10205078125,5181.55078125
2000-02-10,5210.9912109375,5770.36328125,5210.9912109375,5636.0400390625
2000-02-11,5380.27490234375,5520.11767578125,5130.029296875,5269.87255859375
2000-02-14,5321.3935546875,6005.88818359375,5269.87255859375,5387.634765625
2000-02-15,5394.9951171875,5740.92236328125,5078.50830078125,5637.88037109375
2000-02-16,5851.32470703125,6594.70068359375,5637.88037109375,6094.2099609375
2000-02-17,6315.0146484375,6315.0146484375,5358.1943359375,5490.67724609375
2000-02-18,5527.47802734375,5534.837890625,5034.34716796875,5196.27099609375
2000-02-22,5210.9912109375,5210.9912109375,4416.09423828125,4636.89892578125
2000-02-23,4857.70361328125,5358.1943359375,4784.10205078125,5299.31298828125
2000-02-24,5475.95703125,5873.4052734375,5299.31298828125,5682.041015625
2000-02-25,5858.68505859375,5888.12548828125,5181.55078125,5299.31298828125
2000-02-28,5240.431640625,5446.51611328125,4408.73388671875,4710.50048828125
2000-02-29,5299.31298828125,6476.93798828125,5152.10986328125,5299.31298828125
2000-03-01,6079.48974609375,6462.2177734375,5431.7958984375,5571.638671875
2000-03-02,5593.71923828125,6020.6083984375,5365.5546875,5402.35546875
2000-03-03,5520.11767578125,5785.08349609375,5299.31298828125,5387.634765625
2000-03-06,5417.07568359375,5512.7578125,5181.55078125,5240.431640625
2000-03-07,5328.75390625,5475.95703125,4828.26318359375,5328.75390625
2000-03-08,5343.47412109375,6418.05712890625,5343.47412109375,5888.12548828125
2000-03-09,6094.2099609375,7065.7509765625,5843.96484375,6197.25244140625
2000-03-10,6270.85400390625,6359.17578125,5888.12548828125,5917.56640625
2000-03-13,5851.32470703125,5851.32470703125,5372.91455078125,5549.55859375
2000-03-14,5586.359375,5711.48193359375,4622.1787109375,4901.86474609375
2000-03-15,5291.953125,5417.07568359375,4710.50048828125,4990.1865234375
2000-03-16,5049.06787109375,5049.06787109375,3827.28173828125,4003.925537109375
2000-03-17,4357.212890625,4357.212890625,3650.637939453125,3886.162841796875
2000-03-20,4121.68798828125,4239.45068359375,3304.71044921875,3503.434814453125
2000-03-21,3562.31591796875,3562.31591796875,2649.656494140625,2767.4189453125
2000-03-22,2973.50341796875,3621.197265625,2737.978515625,3562.31591796875
2000-03-23,4224.72998046875,4239.45068359375,3297.350341796875,3591.756591796875
2000-03-24,3473.994140625,3650.637939453125,3267.90966796875,3473.994140625
2000-03-27,3562.31591796875,3577.036376953125,3297.350341796875,3562.31591796875
2000-03-28,3459.273681640625,3510.794921875,2855.740966796875,3076.545654296875
2000-03-29,3032.384765625,3135.427001953125,2826.30029296875,2931.1826171875
2000-03-30,2958.783203125,3032.384765625,2149.165771484375,2296.368896484375
2000-03-31,2620.2158203125,2649.656494140625,2208.047119140625,2399.4111328125
2000-04-03,2480.372802734375,2561.334716796875,2001.9627685546875,2178.6064453125
2000-04-04,2399.4111328125,2406.771240234375,1766.437744140625,2266.928466796875
2000-04-05,2281.648681640625,2531.89404296875,2001.9627685546875,2428.851806640625
2000-04-06,2531.89404296875,2649.656494140625,2060.843994140625,2178.6064453125
2000-04-07,2244.847900390625,2347.89013671875,2060.843994140625,2134.445556640625
2000-04-10,2185.966552734375,2191.48681640625,1751.7174072265625,1884.2001953125
2000-04-11,1884.2001953125,1898.9205322265625,1648.6751708984375,1656.0352783203125
2000-04-12,1707.556396484375,1707.556396484375,1589.7939453125,1656.0352783203125
2000-04-13,1700.1962890625,1854.759521484375,1575.0736083984375,1641.3150634765625
2000-04-14,1414.990234375,1501.4720458984375,1177.6251220703125,1273.30712890625
2000-04-17,1258.5867919921875,1472.0313720703125,1221.7860107421875,1295.3876953125
2000-04-18,1368.9892578125,1707.556396484375,1368.9892578125,1663.3955078125
2000-04-19,1825.3189697265625,1884.2001953125,1744.357177734375,1766.437744140625
2000-04-20,1817.958740234375,1854.759521484375,1744.357177734375,1766.437744140625
2000-04-24,1766.437744140625,1795.8782958984375,1692.8360595703125,1766.437744140625
2000-04-25,1806.9185791015625,1825.3189697265625,1744.357177734375,1795.8782958984375
2000-04-26,1766.437744140625,1840.039306640625,1762.757568359375,1781.157958984375
2000-04-27,1759.0775146484375,1795.8782958984375,1707.556396484375,1751.7174072265625
2000-04-28,1722.2767333984375,1943.0814208984375,1722.2767333984375,1943.0814208984375
2000-05-01,1943.0814208984375,2399.4111328125,1928.361083984375,2355.250244140625
2000-05-02,2119.725341796875,2296.368896484375,2119.725341796875,2171.246337890625
2000-05-03,2024.043212890625,2281.648681640625,2001.9627685546875,2193.326904296875
2000-05-04,2237.48779296875,2384.69091796875,2090.28466796875,2274.28857421875
2000-05-05,2325.8095703125,2414.131591796875,2252.2080078125,2252.2080078125
2000-05-08,2252.2080078125,2296.368896484375,2222.767333984375,2259.568115234375
2000-05-09,2259.568115234375,2259.568115234375,2149.165771484375,2200.68701171875
2000-05-10,2208.047119140625,2208.047119140625,2046.1236572265625,2082.92431640625
2000-05-11,2112.364990234375,2296.368896484375,2031.4033203125,2046.1236572265625
2000-05-12,2060.843994140625,2252.2080078125,2060.843994140625,2237.48779296875
